customer_id,customer_name,gender,city,state,signup_date,membership,age
C00412,Nitesh,Male,Hubballi-Dharwad,KA,2023-11-21,Silver,29
C00413,Prem,Male,Belagavi,KA,2023-02-24,Platinum,42
C00414,Arafat,Male,Jalandhar,PB,2024-02-08,Silver,28
C00415,Amit,Male,Belagavi,KA,2025-01-28,Platinum,62
C00416,Minakshi,Female,Mangaluru,KA,2024-07-12,None,18
C00417,Sourabh,Male,Patiala,PB,2024-07-05,Silver,36
C00418,Arafat,Male,Belagavi,KA,2023-12-11,Platinum,38
C00419,Vishal,Male,Ludhiyana,PB,2023-05-12,Gold,28
C00420,Prince,Male,Chennai,TN,2025-05-27,Platinum,24
C00421,Sneha,Female,Bengaluru,KA,2025-02-01,Silver,23
C00422,Brijesh,Male,Mysuru,KA,2023-04-21,Gold,25
C00423,Prince,Male,Palghar,MH,2023-07-31,Silver,24
C00424,Sourabh,Male,Patiala,PB,2024-05-26,Silver,41
C00425,Dhriti,Female,Palghar,MH,2025-01-24,Platinum,35
C00426,Anjali,Female,Nashik,MH,2025-05-15,Silver,41
C00427,Sonu,Male,Jalandhar,PB,2025-04-26,None,42
C00428,Param,Male,Palghar,MH,2025-04-21,Silver,21
C00429,Briti,Female,Jalandhar,PB,2025-04-17,Platinum,38
C00430,Anamika,Female,Belagavi,KA,2024-07-07,None,20
C00431,Nitesh,Male,Dadar,MH,2023-10-16,Gold,50
C00432,Aarti,Female,Hubballi-Dharwad,KA,2024-10-10,Gold,60
C00433,Sakhshi,Female,Nashik,MH,2023-04-09,Platinum,50
C00434,Ankita,Female,Nashik,MH,2023-01-07,None,19
C00435,Anamika,Female,Amritsar,PB,2023-07-12,None,50
C00436,Suraj,Male,Hubballi-Dharwad,KA,2024-05-02,Platinum,23
C00437,Suraj,Male,Belagavi,KA,2023-06-28,Platinum,46
C00438,Shreya,Female,Belagavi,KA,2023-04-27,Gold,40
C00439,Suraj,Male,Dadar,MH,2025-06-13,Gold,55
C00440,Briti,Female,Patiala,PB,2025-01-04,None,68
C00441,Dhoni,Male,Mumbai,MH,2024-10-02,Silver,37
C00442,Sakhshi,Female,Patiala,PB,2023-07-19,Platinum,62
C00443,Prince,Male,Palghar,MH,2025-01-27,None,55
C00444,Brijesh,Male,Udaipur,RJ,2023-02-13,None,23
C00445,Sharda,Female,Belagavi,KA,2024-09-28,Gold,38
C00446,Brijesh,Male,Mysuru,KA,2023-03-05,None,29
C00447,Dhoni,Male,Mysuru,KA,2023-02-10,Silver,23
C00448,Dhoni,Male,Ludhiyana,PB,2024-12-05,Gold,59
C00449,Dhoni,Male,Mumbai,MH,2023-11-01,None,26
C00450,Prince,Male,Chennai,TN,2024-06-29,Silver,57
C00451,Dhriti,Female,Chennai,TN,2024-04-28,Platinum,66
C00452,Sakhshi,Female,Thane,MH,2023-11-16,None,63
C00453,Suraj,Male,Amritsar,PB,2024-03-24,Gold,21
C00454,Sourabh,Male,Mangaluru,KA,2024-06-30,Gold,39
C00455,Brijesh,Male,Thane,MH,2023-10-09,Platinum,69
C00456,Param,Male,Patiala,PB,2025-01-20,Silver,19
C00457,Prince,Male,Palghar,MH,2024-12-27,Silver,37
C00458,Anamika,Female,Dadar,MH,2025-05-06,Gold,40
C00459,Aarti,Female,Hubballi-Dharwad,KA,2025-05-17,Gold,21
C00460,Minakshi,Female,Mangaluru,KA,2024-09-11,Platinum,61
C00461,Brijesh,Male,Mysuru,KA,2023-07-19,Gold,29
C00462,Prince,Male,Belagavi,KA,2024-10-31,Platinum,48
C00463,Anamika,Female,Vasai,MH,2024-12-23,Gold,49
C00464,Shreya,Female,Jalandhar,PB,2024-08-02,None,42
C00465,Nitesh,Male,Hubballi-Dharwad,KA,2024-11-09,Gold,37
C00466,Minakshi,Female,Patiala,PB,2024-01-08,Gold,31
C00467,Dhoni,Male,Ludhiyana,PB,2023-06-06,None,36
C00468,Ajay,Male,Mangaluru,KA,2024-11-10,Gold,19
C00469,Arafat,Male,Belagavi,KA,2024-04-25,None,62
C00470,Anamika,Female,Jalandhar,PB,2024-01-13,Silver,55
C00472,Anjali,Female,Nashik,MH,2023-09-14,Silver,64
C00473,Amit,Male,Belagavi,KA,2024-07-10,Gold,53
C00474,Anamika,Female,Vasai,MH,2023-01-04,Platinum,49
C00475,Arafat,Male,Vasai,MH,2023-12-15,Silver,52
C00476,Nitesh,Male,Hubballi-Dharwad,KA,2024-10-21,None,67
C00477,Suraj,Male,Amritsar,PB,2025-03-09,Platinum,57
C00478,Rahul,Male,Patiala,PB,2024-03-18,Platinum,66
C00479,Aarti,Female,Dadar,MH,2023-11-20,Gold,38
C00480,Ajay,Male,Mangaluru,KA,2024-11-17,Gold,34
C00481,Sakhshi,Female,Nashik,MH,2023-04-18,None,54
C00482,Nitesh,Male,Hubballi-Dharwad,KA,2024-11-29,Silver,55
C00483,Nitesh,Male,Hubballi-Dharwad,KA,2024-11-16,Silver,55
C00484,Ajay,Male,Surat,GJ,2024-11-24,Platinum,55
C00485,Dhoni,Male,Pune,MH,2023-06-06,Silver,24
C00486,Ankita,Female,Nashik,MH,2023-02-10,Platinum,24
C00487,Briti,Female,Belagavi,KA,2025-03-04,Gold,32
C00488,Neha,Female,Bengaluru,KA,2025-06-09,None,62
C00489,Aarti,Female,Hubballi-Dharwad,KA,2024-11-09,None,28
C00490,Suraj,Male,Dadar,MH,2023-05-25,None,47
C00491,Neha,Female,Bengaluru,KA,2023-06-09,Gold,24
C00492,Dhoni,Male,Jaipur,RJ,2024-02-12,Silver,64
C00493,Anamika,Female,Hubballi-Dharwad,KA,2025-05-16,Platinum,63
C00494,Sakhshi,Female,Thane,MH,2023-09-12,Silver,39
C00495,Param,Male,Belagavi,KA,2025-02-11,None,38
C00496,Sakhshi,Female,Mysuru,KA,2023-05-27,Silver,37
C00497,Ankita,Female,Mysuru,KA,2024-08-19,None,27
C00498,Rahul,Male,Mysuru,KA,2023-03-16,None,46
C00499,Samiksha,Female,Hubballi-Dharwad,KA,2024-09-05,Platinum,62
C00500,Sourabh,Male,Patiala,PB,2024-05-07,Platinum,51
C00501,Sourabh,Male,Mangaluru,KA,2024-07-02,Silver,68
C00502,Sharda,Female,Jalandhar,PB,2023-04-05,None,22
C00503,Prince,Male,Belagavi,KA,2024-06-30,Platinum,69
C00504,Anjali,Female,Mysuru,KA,2023-07-16,Silver,56
C00505,Anamika,Female,Amritsar,PB,2023-07-01,None,63
C00506,Sonu,Male,Palghar,MH,2024-03-22,Gold,50
C00507,Dhoni,Male,Pune,MH,2023-02-05,Silver,59
C00508,Sourabh,Male,Patiala,PB,2024-03-24,Gold,69
C00509,Anjali,Female,Mysuru,KA,2023-09-13,Gold,24
C00510,Ankita,Female,Nashik,MH,2024-11-18,Gold,63
C00511,Suraj,Male,Dadar,MH,2024-06-25,Platinum,22
C00512,Priya,Female,Ludhiyana,PB,2025-04-04,Gold,51
C00513,Ankita,Female,Udaipur,RJ,2023-12-19,Silver,31
C00514,Sakhshi,Female,Thane,MH,2023-11-05,None,34
C00515,Dhoni,Male,Mumbai,MH,2023-11-01,Platinum,26
C00516,Briti,Female,Palghar,MH,2025-05-27,Platinum,31
C00517,Suraj,Male,Amritsar,PB,2025-05-06,Platinum,39
C00518,Sakhshi,Female,Thane,MH,2023-08-31,Gold,43
C00519,Dhoni,Male,Bengaluru,KA,2025-01-07,None,50
C00520,Prince,Male,Belagavi,KA,2023-12-29,None,36
C00521,Minakshi,Female,Solapur,MH,2024-10-03,Silver,28
C00522,Dhoni,Male,Ludhiyana,PB,2024-01-10,Gold,27
C00523,Samiksha,Female,Hubballi-Dharwad,KA,2023-09-20,Platinum,59
C00524,Param,Male,Palghar,MH,2025-04-04,Silver,66
C00525,Nitesh,Male,Dadar,MH,2024-10-11,Silver,20
C00526,Brijesh,Male,Udaipur,RJ,2023-01-20,Platinum,38
C00527,Arafat,Male,Jalandhar,PB,2024-04-07,Silver,59
C00528,Shreya,Female,Madhurai,TN,2025-04-14,None,35
C00529,Priya,Female,Bengaluru,KA,2024-08-05,Silver,24
C00530,Dhriti,Female,Palghar,MH,2024-08-25,None,30
C00531,Anamika,Female,Jalandhar,PB,2025-01-07,Gold,55
C00532,Ankita,Female,Patiala,PB,2023-01-24,None,55
C00533,Anamika,Female,Dadar,MH,2024-05-07,Silver,63
C00534,Brijesh,Male,Thane,MH,2023-10-26,None,25
C00535,Rahul,Male,Patiala,PB,2024-02-17,None,60
C00536,Briti,Female,Belagavi,KA,2025-01-20,None,28
C00537,Ankita,Female,Patiala,PB,2023-02-15,Silver,52
C00538,Ankita,Female,Patiala,PB,2023-03-23,Gold,43
C00539,Sonu,Male,Jalandhar,PB,2025-05-24,Silver,59
C00540,Suraj,Male,Dadar,MH,2024-06-02,Platinum,43
C00541,Dhriti,Female,Jalandhar,PB,2024-03-26,None,26
C00542,Minakshi,Female,Ahmedabad,GJ,2024-09-11,Platinum,64
C00543,Brijesh,Male,Nashik,MH,2023-04-25,Silver,41
C00544,Sakhshi,Female,Mysuru,KA,2023-07-15,Platinum,44
C00545,Prem,Male,Belagavi,KA,2024-02-24,None,59
C00546,Brijesh,Male,Thane,MH,2023-11-22,Platinum,41
C00547,Vivek,Male,Ahmedabad,GJ,2024-10-22,Gold,58
C00548,Arafat,Male,Palghar,MH,2023-04-09,Platinum,28
C00549,Brijesh,Male,Mysuru,KA,2023-09-06,Gold,31
C00550,Prem,Male,Belagavi,KA,2024-01-11,None,54
C00551,Anamika,Female,Vasai,MH,2025-01-13,Gold,19
C00552,Sakhshi,Female,Mysuru,KA,2023-04-11,Gold,42
C00553,Brijesh,Male,Patiala,PB,2023-09-21,None,39
C00554,Prem,Male,Belagavi,KA,2023-01-10,Gold,63
C00555,Param,Male,Belagavi,KA,2025-01-31,Gold,38
C00556,Dhriti,Female,Jalandhar,PB,2023-02-24,Gold,60
C00557,Suraj,Male,Amritsar,PB,2024-05-19,Platinum,67
C00558,Brijesh,Male,Thane,MH,2023-11-11,None,47
C00559,Suraj,Male,Amritsar,PB,2025-06-18,Gold,59
C00560,Minakshi,Female,Thane,MH,2023-11-27,Platinum,29
C00561,Arafat,Male,Madhurai,TN,2024-08-19,Silver,41
C00562,Anjali,Female,Nashik,MH,2023-01-18,None,25
C00563,Minakshi,Female,Patiala,PB,2023-12-15,Silver,57
C00564,Brijesh,Male,Nashik,MH,2023-07-04,Silver,67
C00565,Prince,Male,Jalandhar,PB,2024-03-27,Silver,55
C00566,Vishal,Male,Mysuru,KA,2023-11-13,Platinum,63
C00567,Dhriti,Female,Belagavi,KA,2024-09-24,Gold,32
C00568,Sourabh,Male,Solapur,MH,2024-04-26,Silver,46
C00569,Anjali,Female,Mysuru,KA,2023-10-17,Gold,46
C00570,Briti,Female,Belagavi,KA,2025-04-16,None,50
C00571,Aarti,Female,Hubballi-Dharwad,KA,2023-10-15,None,69
C00572,Suraj,Male,Amritsar,PB,2023-06-20,None,19
C00573,Brijesh,Male,Mysuru,KA,2023-11-17,Silver,41
C00574,Ankita,Female,Patiala,PB,2023-08-20,Silver,37
C00575,Samiksha,Female,Amritsar,PB,2023-09-23,None,36
C00576,Dhoni,Male,Ludhiyana,PB,2024-01-06,None,32
C00577,Anamika,Female,Belagavi,KA,2023-02-25,None,53
C00578,Brijesh,Male,Nashik,MH,2023-05-18,None,27
C00579,Ankita,Female,Mysuru,KA,2023-02-14,Gold,31
C00580,Brijesh,Male,Patiala,PB,2023-06-15,Gold,47
C00581,Dhriti,Female,Palghar,MH,2025-05-21,Platinum,32
C00582,Param,Male,Jalandhar,PB,2025-03-14,Platinum,18
C00583,Briti,Female,Belagavi,KA,2025-01-04,None,66
C00584,Prince,Male,Chennai,TN,2023-11-29,Silver,41
C00585,Anamika,Female,Hubballi-Dharwad,KA,2024-03-28,None,34
C00586,Sonu,Male,Palghar,MH,2025-03-25,None,62
C00587,Sneha,Female,Bengaluru,KA,2024-05-03,Silver,52
C00588,Anamika,Female,Hubballi-Dharwad,KA,2025-03-02,Platinum,26
C00589,Sonu,Male,Palghar,MH,2023-03-24,Platinum,61
C00590,Vishal,Male,Nashik,MH,2024-05-14,Platinum,52
C00591,Minakshi,Female,Patiala,PB,2024-08-15,Platinum,50
C00592,Dhoni,Male,Ludhiyana,PB,2024-12-11,Platinum,66
C00593,Anjali,Female,Mysuru,KA,2024-05-14,Silver,29
C00594,Priya,Female,Nashik,MH,2023-06-07,Silver,70
C00595,Dhriti,Female,Palghar,MH,2023-07-23,Platinum,53
C00596,Prince,Male,Belagavi,KA,2023-10-30,Silver,70
C00597,Rahul,Male,Udaipur,RJ,2023-04-18,Silver,41
C00598,Param,Male,Palghar,MH,2025-03-23,Platinum,40
C00599,Minakshi,Female,Solapur,MH,2024-10-20,Silver,58
C00600,Amol,Male,Amritsar,PB,2023-09-19,Gold,18
C00601,Vivek,Male,Mangaluru,KA,2024-08-13,None,38
C00602,Sourabh,Male,Mangaluru,KA,2024-05-29,Gold,62
C00603,Samiksha,Female,Naigaon,MH,2024-09-21,Silver,25
C00604,Priya,Female,Bengaluru,KA,2025-06-04,Gold,26
C00605,Sourabh,Male,Mangaluru,KA,2024-07-22,Platinum,62
C00606,Minakshi,Female,Mangaluru,KA,2024-06-13,Silver,70
C00607,Ajay,Male,Palghar,MH,2024-11-27,Platinum,41
C00608,Samiksha,Female,Hubballi-Dharwad,KA,2023-09-07,Silver,59
C00609,Brijesh,Male,Patiala,PB,2023-05-29,Platinum,32
C00610,Nitesh,Male,Hubballi-Dharwad,KA,2024-10-18,None,27
C00611,Param,Male,Belagavi,KA,2025-02-16,Platinum,21
C00612,Aarti,Female,Hubballi-Dharwad,KA,2023-11-21,Silver,20
C00613,Samiksha,Female,Hubballi-Dharwad,KA,2023-09-25,Silver,19
C00614,Dhriti,Female,Chennai,TN,2024-03-26,Gold,5
C00615,Dhoni,Male,Mumbai,MH,2023-02-02,None,69
C00616,Dhoni,Male,Bengaluru,KA,2023-07-01,Gold,38
C00617,Dhriti,Female,Jalandhar,PB,2024-02-28,Gold,23
C00618,Sneha,Female,Mumbai,MH,2024-10-01,Silver,62
C00619,Ajay,Male,Belagavi,KA,2024-12-25,Silver,69
C00620,Anamika,Female,Belagavi,KA,2023-08-16,Silver,38
C00621,Brijesh,Male,Mysuru,KA,2023-06-30,Platinum,68
C00622,Ankita,Female,Mysuru,KA,2023-12-19,Gold,41
C00623,Ajay,Male,Palghar,MH,2024-11-20,None,41
C00624,Anjali,Female,Patiala,PB,2024-02-16,Gold,45
C00625,Dhoni,Male,Ludhiyana,PB,2024-01-05,None,36
C00626,Sakhshi,Female,Mysuru,KA,2023-08-08,Silver,57
C00627,Suraj,Male,Amritsar,PB,2024-05-17,Platinum,24
C00629,Sakhshi,Female,Nashik,MH,2023-06-01,Platinum,62
C00630,Arafat,Male,Jalandhar,PB,2024-12-30,Silver,65
C00631,Dhoni,Male,Jaipur,RJ,2025-05-10,Platinum,49
C00632,Brijesh,Male,Mysuru,KA,2023-03-15,Gold,55
C00633,Minakshi,Female,Mangaluru,KA,2024-06-23,Gold,25
C00634,Shreya,Female,Belagavi,KA,2023-04-26,Gold,46
C00635,Sakhshi,Female,Thane,MH,2023-09-30,None,53
C00636,Vishal,Male,Mysuru,KA,2024-03-13,None,42
C00637,Vishal,Male,Patiala,PB,2025-02-14,Silver,32
C00638,Nitesh,Male,Amritsar,PB,2023-10-13,Silver,69
C00639,Arafat,Male,Jalandhar,PB,2023-04-25,Gold,43
C00640,Dhoni,Male,Ludhiyana,PB,2023-05-02,Gold,27
C00641,Arafat,Male,Jalandhar,PB,2025-02-01,Platinum,22
C00642,Sharda,Female,Jalandhar,PB,2023-05-30,Platinum,51
C00643,Sharda,Female,Chennai,TN,2024-10-28,Platinum,54
C00644,Prince,Male,Palghar,MH,2024-04-26,Platinum,64
C00645,Sonu,Male,Jalandhar,PB,2025-05-16,Gold,45
C00646,Priya,Female,Nashik,MH,2025-02-08,Gold,61
C00647,Dhoni,Male,Pune,MH,2024-12-04,Silver,62
C00648,Ankita,Female,Nashik,MH,2024-09-18,Gold,31
C00649,Briti,Female,Belagavi,KA,2024-12-24,Platinum,27
C00650,Minakshi,Female,Solapur,MH,2024-10-24,None,27
C00651,Shreya,Female,Madhurai,TN,2025-04-27,Silver,64
C00652,Anamika,Female,Palghar,MH,2023-08-17,Gold,26
C00653,Dhoni,Male,Pune,MH,2024-04-06,Gold,67
C00654,Sourabh,Male,Mangaluru,KA,2024-04-01,Gold,54
C00655,Prince,Male,Madhurai,TN,2024-09-30,Gold,24
C00656,Arafat,Male,Jalandhar,PB,2024-04-28,None,40
C00657,Briti,Female,Surat,GJ,2025-01-31,Gold,21
C00658,Anamika,Female,Hubballi-Dharwad,KA,2023-03-24,Platinum,31
C00659,Ajay,Male,Patiala,PB,2024-11-20,None,66
C00660,Nitesh,Male,Hubballi-Dharwad,KA,2023-10-04,Gold,42
C00661,Prince,Male,Chennai,TN,2023-05-26,None,35
C00662,Minakshi,Female,Solapur,MH,2024-09-16,None,66
C00663,Amol,Male,Naigaon,MH,2023-09-23,Platinum,29
C00664,Anamika,Female,Vasai,MH,2023-01-17,Platinum,34
C00665,Sonu,Male,Surat,GJ,2024-01-22,Platinum,49
C00666,Dhoni,Male,Nashik,MH,2023-09-09,Platinum,18
C00667,Amol,Male,Amritsar,PB,2023-09-23,Platinum,58
C00668,Sonu,Male,Belagavi,KA,2023-02-22,Silver,70
C00669,Brijesh,Male,Thane,MH,2023-12-14,Platinum,40
C00670,Ajay,Male,Mangaluru,KA,2024-12-19,Gold,50
C00671,Sharda,Female,Belagavi,KA,2025-01-30,Silver,31
C00672,Anjali,Female,Mysuru,KA,2024-08-17,Silver,45
C00673,Priya,Female,Nashik,MH,2023-06-08,Silver,70
C00674,Prem,Male,Belagavi,KA,2024-02-19,Gold,50
C00675,Dhoni,Male,Bengaluru,KA,2023-07-06,None,63
C00676,Dhoni,Male,Nashik,MH,2023-07-09,Silver,36
C00677,Param,Male,Jalandhar,PB,2025-04-11,Gold,70
C00678,Briti,Female,Patiala,PB,2024-10-31,Gold,23
C00679,Suraj,Male,Hubballi-Dharwad,KA,2024-05-12,None,35
C00680,Anamika,Female,Amritsar,PB,2024-03-23,Silver,58
C00681,Sakhshi,Female,Mysuru,KA,2023-11-17,None,31
C00682,Sneha,Female,Mumbai,MH,2025-04-01,Gold,69
C00683,Anamika,Female,Dadar,MH,2023-03-20,None,54
C00684,Sakhshi,Female,Patiala,PB,2023-06-22,None,63
C00685,Prem,Male,Jalandhar,PB,2025-01-20,None,37
C00686,Samiksha,Female,Hubballi-Dharwad,KA,2023-09-09,None,66
C00687,Suraj,Male,Hubballi-Dharwad,KA,2024-05-17,Platinum,63
C00688,Dhoni,Male,Ludhiyana,PB,2025-06-11,Gold,23
C00689,Ankita,Female,Nashik,MH,2023-01-25,None,67
C00690,Sourabh,Male,Patiala,PB,2024-02-13,Gold,22
C00691,Sneha,Female,Ludhiyana,PB,2025-05-03,Silver,24
C00692,Shreya,Female,Jalandhar,PB,2025-04-26,Platinum,60
C00693,Sonu,Male,Surat,GJ,2025-06-13,Gold,28
C00694,Brijesh,Male,Nashik,MH,2023-04-08,Platinum,42
C00695,Sourabh,Male,Patiala,PB,2024-02-24,Silver,30
C00696,Briti,Female,Palghar,MH,2025-03-21,None,27
C00697,Prince,Male,Jalandhar,PB,2024-06-27,Gold,62
C00698,Vivek,Male,Mangaluru,KA,2024-08-17,None,54
C00699,Vishal,Male,Mysuru,KA,2023-07-12,None,23
C00700,Arafat,Male,Jalandhar,PB,2023-12-04,Gold,28
C00701,Anjali,Female,Patiala,PB,2023-02-14,Silver,22
C00702,Nitesh,Male,Dadar,MH,2024-11-26,Gold,37
C00703,Neha,Female,Bengaluru,KA,2025-03-09,Platinum,65
C00704,Anamika,Female,Belagavi,KA,2023-08-10,Silver,19
C00705,Sourabh,Male,Patiala,PB,2024-04-10,Silver,31
C00706,Minakshi,Female,Thane,MH,2023-11-20,Gold,62
C00707,Sakhshi,Female,Mysuru,KA,2023-07-12,None,45
C00708,Minakshi,Female,Mangaluru,KA,2024-10-27,Gold,58
C00709,Sonu,Male,Surat,GJ,2025-05-10,Gold,59
C00710,Dhoni,Male,Ludhiyana,PB,2024-07-01,Gold,51
C00711,Brijesh,Male,Patiala,PB,2023-09-26,Platinum,40
C00712,Arafat,Male,Jalandhar,PB,2024-08-16,None,51
C00713,Suraj,Male,Amritsar,PB,2024-03-01,Silver,55
C00714,Anjali,Female,Patiala,PB,2024-08-14,Platinum,41
C00715,Brijesh,Male,Mysuru,KA,2023-01-02,Silver,68
C00716,Prince,Male,Jalandhar,PB,2023-10-29,Silver,54
C00717,Briti,Female,Jalandhar,PB,2025-05-12,Platinum,24
C00718,Minakshi,Female,Patiala,PB,2024-06-01,Platinum,35
C00719,Param,Male,Palghar,MH,2025-01-05,Silver,49
C00720,Neha,Female,Mysuru,KA,2023-06-11,Silver,67
C00721,Minakshi,Female,Solapur,MH,2024-07-15,Gold,55
C00722,Priya,Female,Ludhiyana,PB,2023-10-06,None,65
C00723,Ankita,Female,Nashik,MH,2023-03-09,None,45
C00724,Minakshi,Female,Patiala,PB,2024-04-20,Gold,22
C00725,Brijesh,Male,Nashik,MH,2023-04-15,None,37
C00726,Anamika,Female,Vasai,MH,2023-02-25,Platinum,44
C00727,Sakhshi,Female,Patiala,PB,2023-07-11,Platinum,36
C00728,Sonu,Male,Jalandhar,PB,2023-08-24,Gold,22
C00729,Anamika,Female,Dadar,MH,2025-06-06,Platinum,69
C00730,Sourabh,Male,Mangaluru,KA,2024-02-19,None,52
C00731,Sonu,Male,Jalandhar,PB,2025-05-07,None,47
C00732,Samiksha,Female,Naigaon,MH,2023-09-25,Silver,24
C00733,Brijesh,Male,Mysuru,KA,2023-02-20,Gold,59
C00734,Briti,Female,Surat,GJ,2025-05-15,Gold,62
C00735,Sneha,Female,Ludhiyana,PB,2025-04-02,Silver,52
C00736,Dhoni,Male,Mysuru,KA,2023-07-11,Gold,27
C00737,Briti,Female,Patiala,PB,2025-01-02,Silver,59
C00738,Ankita,Female,Mysuru,KA,2023-11-18,Gold,20
C00739,Dhoni,Male,Bengaluru,KA,2025-06-01,None,41
C00740,Anamika,Female,Hubballi-Dharwad,KA,2024-03-24,Platinum,23
C00741,Param,Male,Jalandhar,PB,2025-02-02,None,24
C00742,Sakhshi,Female,Mysuru,KA,2023-10-11,Platinum,38
C00743,Minakshi,Female,Solapur,MH,2024-07-01,Gold,67
C00744,Dhriti,Female,Belagavi,KA,2023-03-23,Silver,64
C00745,Anamika,Female,Jalandhar,PB,2024-02-02,Gold,39
C00746,Sakhshi,Female,Mysuru,KA,2023-10-20,Gold,44
C00747,Brijesh,Male,Mysuru,KA,2023-11-07,None,47
C00748,Anamika,Female,Dadar,MH,2023-03-24,None,65
C00749,Arafat,Male,Belagavi,KA,2024-08-29,Platinum,61
C00750,Sharda,Female,Chennai,TN,2023-03-29,Silver,36
C00751,Anamika,Female,Amritsar,PB,2025-03-17,Silver,33
C00752,Ankita,Female,Udaipur,RJ,2023-01-20,None,30
C00753,Dhoni,Male,Mysuru,KA,2023-09-09,Gold,36
C00754,Rahul,Male,Nashik,MH,2025-02-17,Gold,60
C00755,Briti,Female,Jalandhar,PB,2025-05-16,Gold,59
C00756,Arafat,Male,Palghar,MH,2025-04-20,Platinum,19
C00757,Dhoni,Male,Ludhiyana,PB,2024-12-01,Platinum,26
C00758,Ankita,Female,Nashik,MH,2023-02-10,None,53
C00759,Anamika,Female,Amritsar,PB,2024-07-28,Platinum,47
C00760,Rahul,Male,Patiala,PB,2023-03-18,Platinum,50
C00761,Minakshi,Female,Ahmedabad,GJ,2024-05-14,None,47
C00762,Briti,Female,Surat,GJ,2024-11-09,Silver,70
C00763,Vivek,Male,Solapur,MH,2024-08-15,Silver,70
C00764,Anamika,Female,Jalandhar,PB,2023-02-07,None,26
C00765,Amit,Male,Belagavi,KA,2023-07-04,Gold,70
C00766,Anamika,Female,Belagavi,KA,2024-06-23,Silver,66
C00767,Minakshi,Female,Thane,MH,2023-12-01,Platinum,40
C00768,Anamika,Female,Belagavi,KA,2023-02-10,Gold,23
C00769,Brijesh,Male,Nashik,MH,2023-05-12,Silver,60
C00770,Anamika,Female,Amritsar,PB,2023-03-07,None,54
C00771,Dhriti,Female,Belagavi,KA,2024-10-27,Silver,41
C00772,Minakshi,Female,Solapur,MH,2024-08-16,None,32
C00773,Dhoni,Male,Pune,MH,2024-05-06,Gold,35
C00774,Anjali,Female,Patiala,PB,2024-03-16,Gold,44
C00775,Anamika,Female,Vasai,MH,2025-02-03,Gold,44
C00776,Anjali,Female,Patiala,PB,2025-02-17,Gold,18
C00777,Brijesh,Male,Mysuru,KA,2023-02-07,Silver,39
C00778,Anamika,Female,Dadar,MH,2023-06-27,None,32
C00779,Dhoni,Male,Mysuru,KA,2024-09-11,Platinum,52
C00780,Dhriti,Female,Palghar,MH,2023-01-21,Silver,46
C00781,Minakshi,Female,Solapur,MH,2024-10-02,Silver,31
C00782,Neha,Female,Ludhiyana,PB,2023-12-08,Silver,40
C00783,Suraj,Male,Belagavi,KA,2025-06-09,Platinum,26
C00784,Sharda,Female,Madhurai,TN,2023-12-29,Gold,59
C00786,Anjali,Female,Mysuru,KA,2023-08-15,Gold,38
C00787,Anamika,Female,Vasai,MH,2024-01-17,Gold,52
C00788,Minakshi,Female,Mangaluru,KA,2024-06-05,Gold,22
C00789,Anjali,Female,Mysuru,KA,2024-07-12,Silver,37
C00790,Prince,Male,Jalandhar,PB,2023-03-31,Platinum,50
C00791,Amit,Male,Vasai,MH,2023-07-05,Gold,22
C00792,Suraj,Male,Hubballi-Dharwad,KA,2025-05-22,Platinum,19
C00793,Anjali,Female,Mysuru,KA,2023-05-15,Gold,28
C00794,Neha,Female,Nashik,MH,2024-12-11,Gold,58
C00795,Shreya,Female,Palghar,MH,2025-04-19,Platinum,35
C00796,Minakshi,Female,Solapur,MH,2024-09-10,Platinum,45
C00797,Prem,Male,Belagavi,KA,2024-01-20,Gold,52
C00798,Dhriti,Female,Belagavi,KA,2024-10-22,Gold,54
C00799,Anamika,Female,Jalandhar,PB,2023-02-20,Gold,27
C00800,Dhriti,Female,Chennai,TN,2025-02-26,Silver,57
C00801,Dhoni,Male,Ludhiyana,PB,2024-11-05,Platinum,50
C00802,Sneha,Female,Ludhiyana,PB,2023-05-02,Silver,61
C00803,Anamika,Female,Hubballi-Dharwad,KA,2024-03-09,Silver,53
C00804,Brijesh,Male,Mysuru,KA,2024-11-20,Silver,48
C00805,Minakshi,Female,Mangaluru,KA,2024-07-05,None,57
C00806,Brijesh,Male,Nashik,MH,2024-08-20,Gold,50
C00807,Anamika,Female,Amritsar,PB,2023-06-05,Platinum,24
C00808,Nitesh,Male,Hubballi-Dharwad,KA,2023-10-04,Silver,26
C00809,Anamika,Female,Palghar,MH,2024-08-08,Platinum,19
C00810,Anamika,Female,Belagavi,KA,2023-07-05,None,70
C00811,Rahul,Male,Udaipur,RJ,2024-01-19,Silver,46
C00812,Ankita,Female,Udaipur,RJ,2023-09-19,None,37
C00813,Anamika,Female,Belagavi,KA,2023-07-02,None,44
C00814,Rahul,Male,Udaipur,RJ,2023-02-16,None,66
C00815,Anjali,Female,Jaipur,RJ,2024-09-13,Silver,55
C00816,Sneha,Female,Mumbai,MH,2024-06-02,Gold,65
C00817,Ajay,Male,Palghar,MH,2024-12-17,Silver,19
C00818,Param,Male,Belagavi,KA,2025-03-23,Gold,32
C00819,Priya,Female,Ludhiyana,PB,2024-02-05,Gold,37
C00820,Minakshi,Female,Patiala,PB,2024-03-28,Platinum,51
C00821,Sonu,Male,Palghar,MH,2024-12-21,Gold,24
